"","simu","n","p","omega_structure","zi_type","zi_config","method","criterion","omega_rmse","AUC","rmse_fit","fallout","recall","precision","f1_score","time"
"91","1","300","20","community","covar","covar_1","PLN","BIC","0.11","0.3231635","0.477289622776898","0.101","0.333","0.182","0.235","32.8649723529816"
"92","1","300","20","community","covar","covar_1","ZIPLN","BIC","0.07","0.539472","0.571060991071589","0.011","0.417","0.714","0.526","20.6403036117554"
"93","1","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.09","0.6248445","0.532286382663899","0.006","0.25","0.75","0.375","10.3146886825562"
"94","2","300","20","community","covar","covar_1","PLN","BIC","0.12","0.334704","0.501326420308657","0.275","0.167","0.039","0.063","14.1920113563538"
"95","2","300","20","community","covar","covar_1","ZIPLN","BIC","0.09","0.5906365","0.600620551228886","0","0.25","1","0.4","26.7307124137878"
"96","2","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.1","0.763506","0.558864201090088","0","0.25","1","0.4","11.7334840297699"
"97","3","300","20","community","covar","covar_1","PLN","BIC","0.14","0.377545","0.456005489578292","0.441","0.455","0.06","0.105","13.1074805259705"
"98","3","300","20","community","covar","covar_1","ZIPLN","BIC","0.12","0.4949495","0.612627562526313","0.006","0.455","0.833","0.588","18.7035338878632"
"99","3","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.1","0.5429895","0.561267759704952","0.006","0.545","0.857","0.667","10.4800186157227"
"100","4","300","20","community","covar","covar_1","PLN","BIC","0.07","0.5066065","0.464494045434476","0.126","0.571","0.148","0.235","29.8579049110413"
"101","4","300","20","community","covar","covar_1","ZIPLN","BIC","0.07","0.6327305","0.55471570873059","0.005","0.429","0.75","0.545","10.2467792034149"
"102","4","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.06","0.7229995","0.516801509473615","0.005","0.429","0.75","0.545","6.87441110610962"
"103","5","300","20","community","covar","covar_1","PLN","BIC","0.11","0.48045","0.506126956387621","0.117","0.4","0.16","0.229","31.2465584278107"
"104","5","300","20","community","covar","covar_1","ZIPLN","BIC","0.09","0.6356","0.61959674139204","0","0",NA,"0","17.7710938453674"
"105","5","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.08","0.57825","0.572446805014725","0","0",NA,"0","17.5761725902557"
"106","6","300","20","community","covar","covar_1","PLN","BIC","0.1","0.457741","0.483259022023581","0.341","0.545","0.09","0.154","14.2054417133331"
"107","6","300","20","community","covar","covar_1","ZIPLN","BIC","0.08","0.637218","0.612041601642291","0","0",NA,"0","6.0223605632782"
"108","6","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.08","0.7845415","0.576774265534779","0","0",NA,"0","8.9116485118866"
"109","7","300","20","community","covar","covar_1","PLN","BIC","0.1","0.413251","0.453768170834361","0.119","0.231","0.125","0.162","27.5574080944061"
"110","7","300","20","community","covar","covar_1","ZIPLN","BIC","0.08","0.701701","0.553748435836811","0.011","0.462","0.75","0.571","17.0928008556366"
"111","7","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.08","0.6601175","0.51763394581634","0.006","0.462","0.857","0.6","17.3048615455627"
"112","8","300","20","community","covar","covar_1","PLN","BIC","0.12","0.3973265","0.506963162489259","0.107","0.308","0.174","0.222","36.0674200057983"
"113","8","300","20","community","covar","covar_1","ZIPLN","BIC","0.16","0.5503345","0.615924437003003","0","0.385","1","0.556","13.507372379303"
"114","8","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.09","0.699459","0.578393558799838","0","0",NA,"0","18.7114021778107"
"115","9","300","20","community","covar","covar_1","PLN","BIC","0.15","0.4426205","0.471678106872815","0.537","0.667","0.096","0.168","20.5979523658752"
"116","9","300","20","community","covar","covar_1","ZIPLN","BIC","0.13","0.6480275","0.603554700384593","0.034","0.8","0.667","0.727","15.1736772060394"
"117","9","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.13","0.6852295","0.546549086890546","0.057","0.733","0.524","0.611","18.3577013015747"
"118","10","300","20","community","covar","covar_1","PLN","BIC","0.1","0.490754","0.43525398888722","0.464","0.778","0.077","0.14","14.270938873291"
"119","10","300","20","community","covar","covar_1","ZIPLN","BIC","0.1","0.7494625","0.549400111911251","0.028","0.667","0.545","0.6","15.4108464717865"
"120","10","300","20","community","covar","covar_1","PLN_ZIvar","BIC","0.08","0.746824","0.499967728877165","0.033","0.778","0.538","0.636","6.29827380180359"
